eventID,eventDate,occurrenceID,basisOfRecord,recordNumber,catalogNumber,organismName,organismID,scientificName,lifeStage,sex,individualCount,taxonID,kingdom,phylum,family,genus,speciesEpithet,occurrenceStatus,recordedByID
6b98c4ac-59f9-4074-ad74-a658dfcd73fa,2017-06-01,cf7d4726-8271-4c88-b957-cee8d904d5de,MaterialSample,RL00532,Genlab_ID,Lmu422,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
a3642e9b-824d-4211-b910-b2a69f2ff394,2017-06-01,f1a08966-436c-4e7d-bcf7-5dab6fc6e6cb,MaterialSample,RL00531,Genlab_ID,Lmu424,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
00036d08-0f54-496f-afce-bbf564bc0dcf,2017-06-01,68ae386d-85c1-4c06-9b68-7b7499af26b5,MaterialSample,RL00530,Genlab_ID,Lla121,Create a unique ID,Lagopus lagopus,unknown,Male,1,https://www.biodiversity.no/4066,Animalia,Chordata,Phasianidae,Lagopus,lagopus,Present,https://orcid.org/0000-0002-5119-8331
00036d08-0f54-496f-afce-bbf564bc0dcf,2017-06-01,6bf7460a-368f-4ef1-89dc-32cffabefbfc,MaterialSample,RL00529,Genlab_ID,Lmu430,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
29f1b42c-6ca0-4433-93d4-d5b49eeefe9a,2017-06-01,5082066c-11f6-49a8-a461-ceaa40bb3249,MaterialSample,RL00528,Genlab_ID,Lla141,Create a unique ID,Lagopus lagopus,unknown,Male,1,https://www.biodiversity.no/4066,Animalia,Chordata,Phasianidae,Lagopus,lagopus,Present,https://orcid.org/0000-0002-5119-8331
3afbe2dd-ffdf-472d-a084-1da295ecdf7c,2017-06-02,7c3a37c0-7f1c-4449-8440-d2d6f505b630,MaterialSample,RL01801,Genlab_ID,Lla112,Create a unique ID,Lagopus lagopus,unknown,Female,1,https://www.biodiversity.no/4066,Animalia,Chordata,Phasianidae,Lagopus,lagopus,Present,https://orcid.org/0000-0002-5119-8331
3afbe2dd-ffdf-472d-a084-1da295ecdf7c,2017-06-02,dba2483c-cc8d-43a7-893b-e15e2ca3f835,MaterialSample,RL01800,Genlab_ID,Lla086,Create a unique ID,Lagopus lagopus,unknown,Male,1,https://www.biodiversity.no/4066,Animalia,Chordata,Phasianidae,Lagopus,lagopus,Present,https://orcid.org/0000-0002-5119-8331
3afbe2dd-ffdf-472d-a084-1da295ecdf7c,2017-06-02,d52dbbc1-1ab0-462b-9dc6-5c112477ec71,MaterialSample,RL01799,Genlab_ID,Lla113,Create a unique ID,Lagopus lagopus,unknown,Female,1,https://www.biodiversity.no/4066,Animalia,Chordata,Phasianidae,Lagopus,lagopus,Present,https://orcid.org/0000-0002-5119-8331
c92b565b-0462-4894-82e4-87dbded49c41,2017-06-02,86f3827c-8f93-40a0-b3fb-707c1b002b47,MaterialSample,RL01798,Genlab_ID,Lmu417,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
c92b565b-0462-4894-82e4-87dbded49c41,2017-06-02,2e2126ad-3b9d-40df-9607-641c42a0e6f1,MaterialSample,RL01797,Genlab_ID,Lmu418,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
f4248e99-dc7f-42cd-a893-57bd5263f2b8,2017-06-02,05909e34-4d55-4fc9-8d2a-c51379868d7b,MaterialSample,RL01795,Genlab_ID,Lmu452,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
f4248e99-dc7f-42cd-a893-57bd5263f2b8,2017-06-02,d1813b41-f7cf-4aaa-80c3-76d9df6e8149,MaterialSample,RL01794,Genlab_ID,Lmu416,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
f4248e99-dc7f-42cd-a893-57bd5263f2b8,2017-06-02,8ac414e5-a7ed-4812-9352-3d055fb41f72,MaterialSample,RL01793,Genlab_ID,Lmu416,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
e023c5a2-634a-4f2f-8376-6066e5506f38,2017-06-02,42c8e761-5a13-4f2d-abb2-6d3a4311ab7c,MaterialSample,RL01792,Genlab_ID,Lmu454,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
e023c5a2-634a-4f2f-8376-6066e5506f38,2017-06-02,a4c1806a-a6c9-4804-9244-04f83bbbab8f,MaterialSample,RL01791,Genlab_ID,Lmu352,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
7f08e2a3-36b2-4d0a-9ada-a8087dbc6205,2017-06-02,e3779ab6-0a47-48db-8f76-d156ec86b1eb,MaterialSample,RL01790,Genlab_ID,Lla119,Create a unique ID,Lagopus lagopus,unknown,Female,1,https://www.biodiversity.no/4066,Animalia,Chordata,Phasianidae,Lagopus,lagopus,Present,https://orcid.org/0000-0002-5119-8331
3540012e-2c57-4fa6-a011-ab5c8ec65884,2017-06-02,fd2624d1-91f6-4793-9c79-0f7b0a1f1aa0,MaterialSample,RL01789,Genlab_ID,Lmu421,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
3540012e-2c57-4fa6-a011-ab5c8ec65884,2017-06-02,a9279d17-bc36-4d32-94ee-92417a4090ff,MaterialSample,RL01788,Genlab_ID,Lmu453,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
8e30476d-b5f2-4234-92ac-42fa7508454c,2017-06-02,1967fb10-40d0-4c6e-b4ec-ca50784d316b,MaterialSample,RL01786,Genlab_ID,Lmu268,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
1b9ed587-9685-4e6d-b438-5454264ae8ab,2017-06-02,2ea03a03-a368-477b-bf69-15b8f72e2638,MaterialSample,RL01784,Genlab_ID,Lmu420,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
14ace0d7-28c9-4725-a4c1-98c2de51bf01,2017-06-02,5f94d2c8-d884-4dee-b584-627f9ef6d052,MaterialSample,RL01782,Genlab_ID,Lmu387,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
14ace0d7-28c9-4725-a4c1-98c2de51bf01,2017-06-02,7672aad9-6c6c-436f-9b6f-368f07f5f380,MaterialSample,RL01781,Genlab_ID,Lmu387,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
fbc732a1-82ac-4754-8ff7-e541109394a1,2017-06-02,dc72dca5-3cc6-493c-8264-4069e139530c,MaterialSample,RL01780,Genlab_ID,Lmu415,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
913b9d43-17f1-41bf-a49f-185314acbf2b,2017-06-02,85e55e4e-5146-4118-aeaf-0ed09fd3b57b,MaterialSample,RL01779,Genlab_ID,Lmu415,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
913b9d43-17f1-41bf-a49f-185314acbf2b,2017-06-02,d0979125-933f-468c-98e1-a416e39ff477,MaterialSample,RL01778,Genlab_ID,Lmu387,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
345f0dec-6521-45e3-bb6c-8a47f8772445,2017-06-02,9c90f1ba-59c3-47b6-bb20-ba2596e5c64f,MaterialSample,RL01777,Genlab_ID,Lmu387,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
d59ec714-05eb-4afc-87c7-3940a34e7c0e,2017-06-02,b8aaee71-1037-466d-8599-4954457dcd69,MaterialSample,RL01776,Genlab_ID,Lmu442,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
9f31ea10-06a1-4e4a-a122-088ec316efb7,2015-02-16,8f121cb0-2c5e-48e4-ba1d-1ffc0f685e5d,MaterialSample,1,Genlab_ID,Lmu083,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
fda38861-3bc0-4d78-8ef4-e1a194a8979a,2015-02-16,411f4eea-50f1-4950-9077-aa3dfac8f2fe,MaterialSample,5,Genlab_ID,Lmu092,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
3a8d54a8-e87f-4fa5-ad64-fcd1eed1ea89,2015-02-16,c20144a4-f950-40bc-8334-8f743dea3c4f,MaterialSample,13,Genlab_ID,Lmu078,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
1706e551-4bea-4ff6-81b2-f3f1ffe5a2d2,2015-02-16,84eb0581-369e-46e7-af4b-3244b4768ad8,MaterialSample,18,Genlab_ID,Lmu062,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
891caf04-1440-45db-9c40-f4758df6804f,2015-02-16,a8d8b0c1-bc83-4cc9-bb6f-1a9a980b71b7,MaterialSample,19,Genlab_ID,Lmu079,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
440e6dd9-05f9-4354-8c72-a951930aea21,2015-02-16,2e06cd76-4c5f-4943-a96f-5a1d517711a7,MaterialSample,20,Genlab_ID,Lmu073,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
c8bdd720-9ace-4c38-9715-f1e9c066d1c6,2015-02-16,1fa42268-22a5-4914-9ae4-b3b5956f1900,MaterialSample,25,Genlab_ID,Lla015,Create a unique ID,Lagopus lagopus,unknown,Female,1,https://www.biodiversity.no/4066,Animalia,Chordata,Phasianidae,Lagopus,lagopus,Present,https://orcid.org/0000-0002-5119-8331
d4db11de-1b72-4be9-9e88-3c6c8b6aca05,2015-02-16,e7e82c4c-8c02-4b02-a0b4-a96fc892461c,MaterialSample,27,Genlab_ID,Lmu074,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
c56b20f8-8678-4cc2-8eae-c297328cb251,2015-02-16,77ae2d69-96b4-4f88-ac79-ab65469377ae,MaterialSample,28,Genlab_ID,Lmu084,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
71fda3bd-453f-44ed-a345-c12693ba9f33,2015-02-16,7856c209-884f-4a40-a586-b16f4168b606,MaterialSample,31,Genlab_ID,Lmu085,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
95c52761-83ba-4f64-bddb-6e8fdb94e359,2015-02-16,3f22e6dd-2ae1-4de7-8349-d36d24353c19,MaterialSample,33,Genlab_ID,Lmu086,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
d9f20a17-8a69-4cf1-8de1-9df187a6720f,2015-02-16,47a4c0c3-3dc2-4d50-9389-88d6fcb12cdc,MaterialSample,35,Genlab_ID,Lmu087,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
4ce46f84-886e-4fa7-af8a-c2005e414f36,2015-02-16,fff162bd-f322-4c0d-8189-a5f0819e6016,MaterialSample,38,Genlab_ID,Lmu070,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
4ce46f84-886e-4fa7-af8a-c2005e414f36,2015-02-16,4dcb178f-b802-418c-a16d-a855c71bf665,MaterialSample,39,Genlab_ID,Lmu102,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
NA,2015-02-16,e7d92ff1-5a7d-49f4-89c3-25962d72d967,MaterialSample,42,Genlab_ID,Lmu072,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
260d6dcc-23be-41b2-87dd-f2c67bc8ddbc,2015-02-16,42eaae1b-f3c2-4717-9d9e-aae5d5b0441a,MaterialSample,50,Genlab_ID,Lmu088,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
fa842abe-a1a5-46e9-b2a3-7ca8bf510887,2015-02-16,0a31a73a-6102-42b1-9e9d-f19c4b1c6697,MaterialSample,52,Genlab_ID,Lmu089,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
fa842abe-a1a5-46e9-b2a3-7ca8bf510887,2015-02-16,4ff4625a-7949-46d0-a089-1c728df43c4a,MaterialSample,53,Genlab_ID,Lmu090,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
13af76cf-74cd-4ef6-b737-dbc16c338046,2015-02-16,788e752a-9d82-4326-8ba8-ca285a75993f,MaterialSample,55,Genlab_ID,Lmu080,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
ac73d80e-6b61-4d73-ba22-b5e696deec58,2015-02-16,697bea0d-6fe3-4a86-81d4-78229d2afcba,MaterialSample,57,Genlab_ID,Lmu081,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
d5895154-dffc-4b1c-b2d7-a9353ae6b7b4,2015-02-16,794498eb-ddc6-42cf-a83d-8d3e693df227,MaterialSample,58,Genlab_ID,Lmu082,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
e583ebe6-9c0b-4206-aee7-47ec4fa2149b,2015-02-25,763a3401-7318-46ec-b68a-73c369b58080,MaterialSample,75,Genlab_ID,Lmu078,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
889eee27-257f-4fee-a649-e0320b4fb61e,2015-02-25,e59e6f19-3a37-4743-bcc1-a7e6b2965049,MaterialSample,77,Genlab_ID,Lmu111,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
bad9381a-e4bc-4076-9eb4-1775eac56ad8,2015-02-25,4bcb802c-8dc0-443f-8f6b-6c0bb8bb67ef,MaterialSample,81,Genlab_ID,Lmu112,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
bad9381a-e4bc-4076-9eb4-1775eac56ad8,2015-02-25,fea1b05b-0256-4aea-8c1e-1d7a64a9a5a1,MaterialSample,84,Genlab_ID,Lmu094,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
dcf3ea0e-68c5-4250-b66a-9701b5aa5bff,2015-02-25,a44baa54-1b11-405d-af04-746782f6676d,MaterialSample,85,Genlab_ID,Lmu113,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
bf974ae5-80ba-452f-8fa7-ae85ca2ea59c,2015-02-25,cf5c5ab3-b1fc-4e4c-a6aa-65243ae3e84b,MaterialSample,86,Genlab_ID,Lmu076,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
38270331-bbd2-4cc8-9077-8ca6b4e1cba1,2015-02-25,97130056-c202-407e-9ba5-c7f6409eb7cb,MaterialSample,87,Genlab_ID,Lmu097,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
7be56732-47ec-4035-aa57-ac2be1af01d1,2015-02-25,8df7be2e-be13-4b79-8ad3-80e93fd0f6d0,MaterialSample,88,Genlab_ID,Lmu102,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
3185269b-f43a-4669-8303-7a29a524b2e4,2015-02-25,685ffb0b-1222-4ad0-bd48-5ad3647d9e39,MaterialSample,94,Genlab_ID,Lmu107,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
4d92f347-9bfd-4b7f-bd89-dad7a22f8ec5,2015-02-25,c3c8919e-0f40-443b-bea2-a6bb5f8b9e53,MaterialSample,97,Genlab_ID,Lmu108,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
77fe2838-41ab-4d06-aa9d-6d046d32f41e,2015-02-25,1c154eac-6bc9-44db-a839-62e107944136,MaterialSample,98,Genlab_ID,Lmu109,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
b4ac9ec4-4d8e-43ae-9a13-4f04a8b18dd2,2015-02-25,e4caae13-9910-4fa5-a7b3-5d512628d734,MaterialSample,100,Genlab_ID,Lmu110,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
39edb6d2-f74c-404e-af25-bcb7c6a2bec7,2015-02-25,be09d7ec-cb77-4f7f-8b5b-b65e5762a726,MaterialSample,102,Genlab_ID,Lmu103,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
6e9f3e24-a764-454e-8794-3c8b53433887,2015-03-11,f032e6cc-be95-410b-8ed0-11fb07963f37,MaterialSample,155,Genlab_ID,Lmu114,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
5993681a-6d7a-4a52-aa73-60efe8b31073,2015-02-25,c022b403-ef9d-43e9-b7a3-f7220e220d4d,MaterialSample,104,Genlab_ID,Lmu104,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
39edb6d2-f74c-404e-af25-bcb7c6a2bec7,2015-02-25,b98add2d-d949-44a7-918f-586ac60024f0,MaterialSample,105,Genlab_ID,Lmu105,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
00cd794d-e73b-4ffb-bba6-69fc47c433ef,2015-02-25,4288d6eb-2968-47f6-afef-376a277bbd4d,MaterialSample,109,Genlab_ID,Lmu106,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
81118e81-7803-428a-af05-77f8a13bf270,2015-02-26,c483c508-64e8-49a8-8e58-3a4a4ccef6c9,MaterialSample,110,Genlab_ID,Lla013,Create a unique ID,Lagopus lagopus,unknown,Male,1,https://www.biodiversity.no/4066,Animalia,Chordata,Phasianidae,Lagopus,lagopus,Present,https://orcid.org/0000-0002-5119-8331
f5029c52-33c3-4c56-9357-9203ad8dc07e,2015-02-26,92875b04-6252-4a3c-947d-c93dcdc117df,MaterialSample,112,Genlab_ID,Lla014,Create a unique ID,Lagopus lagopus,unknown,Female,1,https://www.biodiversity.no/4066,Animalia,Chordata,Phasianidae,Lagopus,lagopus,Present,https://orcid.org/0000-0002-5119-8331
1b6a914c-3f91-4f48-ab6b-d6fa6dd1bdc9,2015-02-26,8a55957f-6bbf-43dc-9a40-77e1c7ee7482,MaterialSample,120,Genlab_ID,Lmu100,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
67c0fcb8-5a24-45a4-8b42-bb7838739ee0,2015-02-26,f5ab8656-cc93-4143-83c5-9c637da1fd62,MaterialSample,122,Genlab_ID,Lmu101,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
1f4e181d-f147-4981-a7ed-a9ca7a6d1927,2015-02-26,cd5132ec-bd66-4938-bf95-4b8cbdc10285,MaterialSample,123,Genlab_ID,Lmu099,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
45f2161e-5e85-48d1-b58f-74e39f0b24ea,2015-03-11,72536571-91f1-4291-abfe-a6a26967029b,MaterialSample,125,Genlab_ID,Lmu127,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
637b1c1c-ae00-4ae4-b465-230853391ea6,2015-03-11,2b5514d7-b549-40fa-936a-9d0767db1fba,MaterialSample,127,Genlab_ID,Lmu112,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
62cb1cad-8ae6-44b3-8f7b-ed85984362b8,2015-03-11,06074d56-7823-457c-a97b-782472d41bbb,MaterialSample,129,Genlab_ID,Lmu128,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
00eac7d2-0f82-4453-a1d0-c75343e6fae9,2015-03-11,69a06eae-1962-4e7d-8c31-59acf2f796f1,MaterialSample,134,Genlab_ID,Lmu129,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
4457e0d6-876a-4e01-9294-e1032a64d5c6,2015-03-11,291680fe-30b0-46cc-bfb8-86efa747e9b5,MaterialSample,137,Genlab_ID,Lmu115,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
4457e0d6-876a-4e01-9294-e1032a64d5c6,2015-03-11,a5fc7ed8-1c39-41d0-a1f6-f979e8acb371,MaterialSample,144,Genlab_ID,Lmu117,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
6e9f3e24-a764-454e-8794-3c8b53433887,2015-03-11,731a46ba-e3ce-45fa-b9f1-fc1fadcce955,MaterialSample,148,Genlab_ID,Lmu116,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
9eef7747-335c-48cf-9fb5-90be29ceda8a,2015-03-11,376f7d29-077e-4c59-9f5e-e8a5f5eb59e9,MaterialSample,154,Genlab_ID,Lmu118,Create a unique ID,Lagopus muta,unknown,Female,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
6e9f3e24-a764-454e-8794-3c8b53433887,2015-03-11,ef4ab385-e07f-4108-a383-57dbafa2524c,MaterialSample,156,Genlab_ID,Lmu114,Create a unique ID,Lagopus muta,unknown,Male,1,https://www.biodiversity.no/4070,Animalia,Chordata,Phasianidae,Lagopus,muta,Present,https://orcid.org/0000-0002-5119-8331
